time,value,delta
1667346337,100,-397132
1667346352,100,-397164
1667346353,100,-397209
1667346380,100,-397229
1667346403,92,-397252
1667346405,100,-397297
1667346426,100,-397322
1667346429,100,-397366
1667346492,100,-397349
1667346493,100,-397395
1667346514,100,-397420
1667346515,100,-397466
1667346522,100,-397505
1667346527,100,-397547
1667346549,100,-397571
1667346584,84,-397582
1667346586,84,-397627
1667346598,88,-397661
1667346599,88,-397707
1667346637,88,-397715
1667346639,88,-397760
1667346648,88,-397797
1667346652,88,-397840
1667346683,100,-397855
1667346684,100,-397901
1667346719,100,-397912
1667346864,100,-397814
1667346890,100,-397834
1667346984,65,-397787
1667346985,65,-397832
1667347017,46,-397847
1667347018,46,-397892
1667347061,46,-397896
1667347165,100,-397838
1667347167,100,-397883
1667347179,100,-397917
1667347181,100,-397962
1667347182,84,-398007
1667347186,84,-398050
1667347193,84,-398089
1667347227,69,-398102
1667347228,69,-398147
1667347231,69,-398191
1667347265,88,-398203
1667347267,88,-398248
1667347268,88,-398293
1667347276,100,-398332
1667347277,100,-398377
1667347278,100,-398423
1667347279,100,-398468
1667347341,84,-398453
1667347343,84,-398497
1667347373,84,-398514
1667347401,84,-398532
1667347403,84,-398576
1667347409,84,-398617
1667347427,84,-398645
1667347429,84,-398690
1667347430,84,-398735
1667347477,100,-398735
1667347478,100,-398780
1667347492,100,-398813
1667347493,88,-398858
1667347494,88,-398904
1667347536,92,-398908
1667347537,92,-398954
1667347549,92,-398988
1667347550,92,-399034
1667347571,92,-399059
1667347577,84,-399100
1667347578,84,-399145
1667347583,84,-399187
1667347584,84,-399232
1667347590,84,-399273
1667347593,84,-399316
1667347599,84,-399357
1667347602,84,-399400
1667347606,84,-399443
1667347607,84,-399488
1667347609,84,-399533
1667347614,84,-399574
1667347632,96,-399603
1667347633,96,-399648
1667347645,96,-399683
1667347663,88,-399711
1667347669,88,-399752
1667347671,88,-399796
1667347674,88,-399840
1667347675,88,-399885
1667347677,88,-399930
1667347680,88,-399973
1667347685,88,-400015
1667347690,88,-400056
1667347693,88,-400099
1667347704,88,-400135
1667347721,88,-400164
1667347724,88,-400208
1667347726,88,-400252
1667347730,88,-400295
1667347732,88,-400339
1667347734,88,-400384
1667347738,88,-400426
1667347741,88,-400470
1667347744,88,-400513
1667347764,88,-400540
1667347794,88,-400556
1667347825,88,-400572
1667347855,88,-400588
1667347884,88,-400606
1667347910,88,-400626
1667347915,88,-400668
1667347945,88,-400684
1667347975,88,-400701
1667348005,88,-400717
1667348035,88,-400734
1667348065,88,-400750
1667348080,88,-400782
1667348095,88,-400813
1667348125,88,-400830
1667348155,88,-400846
1667348185,88,-400863
1667348215,88,-400879
1667348245,88,-400896
1667348251,88,-400936
1667348268,88,-400966
1667348317,80,-400963
1667348319,80,-401008
1667348336,80,-401037
1667348338,80,-401082
1667348340,80,-401126
1667348344,80,-401169
1667348350,80,-401209
1667348356,80,-401249
1667348357,80,-401295
1667348362,76,-401336
1667348363,76,-401382
1667348391,76,-401400
1667348394,76,-401444
1667348395,76,-401489
1667348405,76,-401526
1667348421,76,-401556
1667348424,76,-401600
1667348428,76,-401642
1667348431,76,-401686
1667348435,76,-401728
1667348437,76,-401773
1667348503,100,-401753
1667348506,100,-401797
1667348509,100,-401840
1667348518,100,-401878
1667348534,100,-401908
1667348535,100,-401954
1667348562,80,-401973
1667348564,80,-402018
1667348591,80,-402037
1667348606,88,-402069
1667348608,88,-402113
1667348630,84,-402138
1667348638,84,-402176
1667348639,84,-402222
1667348669,76,-402238
1667348699,76,-402255
1667348703,76,-402297
1667348752,100,-402295
1667348753,100,-402340
1667348761,100,-402379
1667348795,96,-402391
1667348797,96,-402436
1667348811,88,-402468
1667348814,88,-402511
1667348821,88,-402551
1667348846,88,-402572
1667348850,100,-402615
1667348855,100,-402656
1667348880,100,-402678
1667348884,100,-402720
1667348887,100,-402764
1667348889,100,-402808
1667348893,100,-402851
1667348904,100,-402886
1667348905,100,-402932
1667348936,100,-402947
1667348937,92,-402993
1667348952,92,-403024
1667348953,92,-403070
1667348972,96,-403097
1667349012,84,-403104
1667349015,84,-403147
1667349017,84,-403192
1667349020,84,-403235
1667349026,84,-403276
1667349026,84,-403322
1667349057,92,-403338
1667349087,92,-403354
1667349117,92,-403371
1667349147,92,-403387
1667349158,100,-403423
1667349186,100,-403441
1667349188,100,-403486
1667349195,100,-403525
1667349199,100,-403568
1667349200,100,-403613
1667349202,100,-403658
1667349204,100,-403702
1667349211,100,-403742
1667349213,100,-403786
1667349223,100,-403823
1667349224,100,-403868
1667349236,100,-403902
1667349238,100,-403947
1667349241,100,-403990
1667349249,96,-404029
1667349260,96,-404064
1667349261,96,-404110
1667349270,96,-404147
1667349273,96,-404191
1667349303,92,-404207
1667349333,96,-404224
1667349334,96,-404269
1667349342,96,-404308
1667349360,96,-404336
1667349362,96,-404381
1667349364,96,-404425
1667349365,96,-404471
1667349390,96,-404492
1667349394,96,-404535
1667349395,96,-404580
1667349396,96,-404626
1667349405,96,-404663
1667349407,96,-404708
1667349424,96,-404737
1667349431,96,-404777
1667349436,96,-404818
1667349453,96,-404848
1667349475,92,-404872
1667349494,92,-404900
1667349524,84,-404916
1667349527,84,-404960
1667349530,76,-405003
1667349532,76,-405048
1667349535,76,-405091
1667349537,76,-405136
1667349539,76,-405180
1667349542,76,-405224
1667349544,76,-405268
1667349546,76,-405313
1667349547,76,-405358
1667349549,76,-405402
1667349552,76,-405446
1667349554,76,-405490
1667349555,76,-405536
1667349556,76,-405581
1667349559,76,-405625
1667349585,76,-405645
1667349615,69,-405662
1667349632,69,-405691
1667349634,69,-405736
1667349645,69,-405771
1667349675,69,-405788
1667349679,69,-405830
1667349682,69,-405874
1667349705,69,-405897
1667349706,69,-405943
1667349726,73,-405969
1667349728,73,-406014
1667349733,73,-406055
1667349765,100,-406070
1667349766,100,-406115
1667349783,100,-406145
1667349784,100,-406190
1667349785,100,-406236
1667349795,100,-406272
1667349816,100,-406298
1667349817,100,-406343
1667349825,100,-406382
1667349829,100,-406424
1667349834,100,-406466
1667349840,100,-406506
1667349853,100,-406540
1667349855,100,-406584
1667349877,100,-406609
1667349889,88,-406643
1667349892,88,-406687
1667349909,100,-406716
1667349921,100,-406751
1667349927,100,-406791
1667349928,100,-406836
1667349946,84,-406865
1667349957,84,-406900
1667349958,84,-406946
1667349966,100,-406984
1667350018,100,-406979
1667350019,100,-407024
1667350026,96,-407064
1667350031,96,-407105
1667350047,96,-407136
1667350047,96,-407182
1667350061,100,-407215
1667350092,100,-407230
1667350118,100,-407251
1667350134,100,-407281
1667350135,100,-407327
1667350136,100,-407372
1667350150,100,-407405
1667350152,100,-407449
1667350155,100,-407493
1667350164,100,-407530
1667350190,100,-407551
1667350191,100,-407596
1667350205,100,-407629
1667350206,100,-407674
1667350217,100,-407710
1667350218,100,-407755
1667350220,100,-407800
1667350248,100,-407818
1667350249,100,-407864
1667350253,100,-407906
1667350261,100,-407945
1667350272,100,-407980
1667350273,84,-408026
1667350280,84,-408065
1667350282,84,-408110
1667350284,84,-408154
1667350295,84,-408190
1667350296,84,-408235
1667350312,92,-408265
1667350323,92,-408301
1667350325,92,-408345
1667350327,92,-408390
1667350357,80,-408406
1667350387,80,-408423
1667350388,80,-408468
1667350417,88,-408486
1667350447,84,-408502
1667350477,84,-408519
1667350507,84,-408535
1667350537,84,-408552
1667350545,84,-408590
1667350558,84,-408624
1667350585,88,-408643
1667350586,88,-408689
1667350597,88,-408724
1667350611,88,-408757
1667350612,88,-408802
1667350621,73,-408840
1667350633,73,-408874
1667350636,73,-408918
1667350690,100,-408910
1667350692,100,-408955
1667350709,100,-408984
1667350720,100,-409020
1667350722,100,-409064
1667350728,100,-409105
1667350732,100,-409147
1667350752,100,-409174
1667350776,100,-409196
1667350814,100,-409205
1667350815,100,-409250
1667350826,100,-409286
1667350827,100,-409331
1667350854,100,-409351
1667350856,100,-409395
1667350857,100,-409441
1667350873,92,-409471
1667350882,92,-409508
1667350898,92,-409539
1667350907,57,-409576
1667350908,57,-409622
1667350913,57,-409663
1667350919,57,-409704
1667350925,57,-409744
1667350927,57,-409789
1667350931,73,-409831
1667350950,73,-409859
1667350951,73,-409904
1667350968,69,-409934
1667350981,69,-409967
1667350982,69,-410013
1667351012,69,-410029
1667351042,73,-410046
1667351069,73,-410065
1667351072,73,-410109
1667351102,80,-410125
1667351132,80,-410142
1667351162,76,-410158
1667351192,76,-410175
1667351222,76,-410191
1667351239,76,-410221
1667351252,76,-410254
1667351282,76,-410271
1667351312,76,-410287
1667351342,76,-410304
1667351345,76,-410347
1667351349,76,-410390
1667351350,76,-410435
1667351364,76,-410468
1667351377,73,-410501
1667351379,73,-410546
1667351409,73,-410562
1667351409,73,-410609
1667351420,73,-410644
1667351463,100,-410648
1667351465,100,-410692
1667351467,100,-410736
1667351477,100,-410773
1667351494,88,-410802
1667351507,88,-410836
1667351508,88,-410881
1667351538,88,-410898
1667351568,88,-410914
1667351579,88,-410950
1667351589,88,-410986
1667351655,100,-410967
1667351657,100,-411011
1667351664,100,-411051
1667351665,100,-411096
1667351668,100,-411140
1667351708,100,-411146
1667351709,100,-411192
1667351710,92,-411237
1667351726,92,-411268
1667351727,92,-411313
1667351733,92,-411354
1667351733,92,-411400
1667351739,92,-411441
1667351749,92,-411477
1667351763,100,-411510
1667351766,100,-411553
1667351772,73,-411594
1667351778,73,-411634
1667351808,84,-411651
1667351819,84,-411686
1667351838,80,-411714
1667351850,80,-411748
1667351852,80,-411793
1667351867,76,-411824
1667351869,76,-411869
1667351871,76,-411913
1667351873,76,-411958
1667351875,76,-412002
1667351876,76,-412048
1667351917,88,-412053
1667351919,88,-412097
1667351921,88,-412142
1667351931,84,-412178
1667351933,84,-412223
1667351941,84,-412261
1667351943,84,-412306
1667351950,84,-412345
1667351954,84,-412388
1667351988,100,-412400
1667351989,100,-412446
1667352009,73,-412472
1667352016,73,-412512
1667352018,73,-412556
1667352019,73,-412602
1667352021,88,-412646
1667352023,88,-412691
1667352045,88,-412715
1667352049,88,-412758
1667352053,88,-412800
1667352056,88,-412844
1667352058,88,-412888
1667352060,88,-412933
1667352067,88,-412972
1667352073,88,-413013
1667352079,88,-413053
1667352089,88,-413090
1667352099,88,-413126
1667352109,88,-413163
1667352110,88,-413208
1667352115,88,-413250
1667352132,88,-413279
1667352134,88,-413324
1667352139,88,-413365
1667352169,88,-413382
1667352199,92,-413398
1667352219,88,-413425
1667352229,88,-413461
1667352250,88,-413487
1667352259,88,-413524
1667352259,88,-413570
1667352261,88,-413615
1667352264,88,-413658
1667352266,88,-413703
1667352289,92,-413726
1667352319,92,-413743
1667352349,88,-413759
1667352379,88,-413776
1667352409,88,-413792
1667352429,88,-413819
1667352439,92,-413855
1667352469,92,-413872
1667352499,92,-413888
1667352529,92,-413905
1667352559,92,-413921
1667352562,92,-413965
1667352571,92,-414002
1667352573,92,-414047
1667352574,92,-414092
1667352580,92,-414133
1667352584,92,-414175
1667352585,88,-414221
1667352599,88,-414253
1667352631,69,-414268
1667352634,69,-414311
1667352643,69,-414349
1667352646,69,-414392
1667352648,84,-414437
1667352651,84,-414480
1667352658,84,-414520
1667352678,96,-414546
1667352680,96,-414591
1667352698,96,-414619
1667352700,96,-414664
1667352708,96,-414702
1667352711,100,-414746
1667352728,100,-414775
1667352729,100,-414821
1667352731,100,-414865
1667352741,100,-414901
1667352745,100,-414944
1667352747,100,-414988
1667352770,100,-415012
1667352776,100,-415052
1667352776,100,-415099
1667352811,100,-415110
1667352813,100,-415155
1667352825,100,-415189
1667352835,100,-415226
1667352837,100,-415270
1667352855,100,-415299
1667352856,100,-415344
1667352900,96,-415347
1667352901,96,-415392
1667352940,96,-415400
1667352942,92,-415444
1667352950,92,-415483
1667352954,92,-415525
1667352963,88,-415563
1667352966,88,-415606
1667352976,88,-415643
1667352978,88,-415687
1667352997,88,-415715
1667352998,88,-415760
1667353001,88,-415804
1667353002,88,-415849
1667353007,88,-415891
1667353009,88,-415935
1667353011,88,-415980
1667353021,80,-416016
1667353042,80,-416042
1667353044,80,-416086
1667353059,80,-416118
1667353060,80,-416163
1667353066,80,-416204
1667353072,80,-416244
1667353102,96,-416261
1667353102,96,-416307
1667353109,96,-416346
1667353116,96,-416386
1667353118,96,-416430
1667353131,96,-416464
1667353132,96,-416509
1667353134,96,-416554
1667353160,92,-416574
1667353161,92,-416620
1667353163,92,-416664
1667353165,92,-416709
1667353172,92,-416748
1667353174,92,-416793
1667353191,92,-416822
1667353200,92,-416860
1667353202,92,-416904
1667353204,92,-416949
1667353209,92,-416990
1667353212,92,-417034
1667353214,92,-417078
1667353221,92,-417118
1667353235,92,-417150
1667353237,96,-417195
1667353251,96,-417227
1667353252,96,-417273
1667353254,96,-417317
1667353279,96,-417339
1667353281,92,-417383
1667353308,92,-417403
1667353311,92,-417446
1667353312,92,-417492
1667353315,92,-417535
1667353338,92,-417559
1667353340,92,-417603
1667353348,92,-417642
1667353351,92,-417685
1667353353,92,-417730
1667353357,92,-417772
1667353363,84,-417813
1667353379,84,-417843
1667353380,84,-417888
1667353382,84,-417933
1667353392,84,-417969
1667353396,92,-418012
1667353449,92,-418005
1667353456,92,-418045
1667353458,92,-418089
1667353468,92,-418126
1667353493,100,-418147
1667353495,100,-418192
1667353513,100,-418220
1667353524,100,-418256
1667353525,100,-418301
1667353555,100,-418318
1667353583,100,-418336
1667353595,100,-418371
1667353596,100,-418416
1667353597,100,-418462
1667353614,100,-418491
1667353615,100,-418537
1667353619,100,-418579
1667353624,100,-418621
1667353626,100,-418665
1667353637,100,-418701
1667353646,100,-418738
1667353648,100,-418783
1667353670,100,-418807
1667353672,84,-418852
1667353717,96,-418853
1667353719,96,-418898
1667353748,100,-418915
1667353749,100,-418961
1667353767,92,-418989
1667353768,92,-419035
1667353778,92,-419071
1667353779,92,-419117
1667353784,92,-419158
1667353789,92,-419200
1667353791,92,-419244
1667353800,88,-419281
1667353803,88,-419325
1667353822,88,-419352
1667353830,80,-419391
1667353833,80,-419434
1667353863,88,-419451
1667353894,80,-419466
1667353913,80,-419494
1667353914,80,-419539
1667353923,84,-419577
1667353934,84,-419612
1667353935,84,-419658
1667353937,84,-419702
1667353950,84,-419736
1667353952,84,-419780
1667353953,84,-419826
1667353960,84,-419865
1667353966,84,-419906
1667353968,84,-419950
1667353969,84,-419996
1667353983,96,-420028
1667353995,96,-420063
1667353996,96,-420108
1667354004,96,-420147
1667354005,96,-420192
1667354008,96,-420236
1667354013,96,-420277
1667354043,96,-420294
1667354073,96,-420310
1667354103,92,-420327
1667354130,92,-420346
1667354134,84,-420389
1667354163,84,-420406
1667354194,84,-420422
1667354224,88,-420438
1667354254,88,-420455
1667354284,88,-420471
1667354300,88,-420501
1667354314,84,-420534
1667354344,80,-420550
1667354374,80,-420567
1667354404,88,-420583
1667354434,84,-420600
1667354453,84,-420627
1667354457,84,-420670
1667354459,84,-420714
1667354461,84,-420759
1667354464,84,-420802
1667354468,84,-420845
1667354470,84,-420889
1667354473,84,-420933
1667354475,84,-420977
1667354477,84,-421022
1667354480,84,-421065
1667354482,92,-421110
1667354490,92,-421148
1667354494,92,-421191
1667354509,92,-421222
1667354510,92,-421268
1667354512,92,-421312
1667354515,84,-421356
1667354517,84,-421400
1667354524,84,-421440
1667354546,84,-421464
1667354548,84,-421509
1667354554,84,-421549
1667354566,84,-421584
1667354568,84,-421628
1667354576,84,-421667
1667354578,92,-421711
1667354584,92,-421752
1667354614,88,-421768
1667354641,88,-421788
1667354644,80,-421831
1667354661,80,-421861
1667354665,80,-421903
1667354674,84,-421940
1667354687,84,-421974
1667354689,84,-422018
1667354704,80,-422050
1667354711,80,-422089
1667354714,80,-422133
1667354718,80,-422175
1667354720,80,-422220
1667354732,80,-422254
1667354735,80,-422298
1667354749,88,-422330
1667354755,88,-422371
1667354765,88,-422407
1667354773,96,-422446
1667354795,96,-422470
1667354811,96,-422501
1667354812,96,-422546
1667354814,96,-422591
1667354825,96,-422626
1667354840,88,-422658
1667354842,88,-422702
1667354855,88,-422736
1667354871,88,-422766
1667354873,88,-422811
1667354879,88,-422851
1667354881,88,-422896
1667354883,88,-422940
1667354885,88,-422985
1667354897,88,-423019
1667354899,88,-423064
1667354915,88,-423094
1667354918,88,-423138
1667354924,88,-423178
1667354945,88,-423204
1667354968,84,-423227
1667354975,84,-423267
1667354981,84,-423307
1667354982,84,-423353
1667354984,84,-423397
1667354988,96,-423439
1667355005,96,-423469
1667355006,96,-423514
1667355013,96,-423554
1667355018,96,-423595
1667355020,96,-423640
1667355026,96,-423680
